basket.id,category,date,method,weight,wt.kg.ha,wt.Mg.ha
LB13,leaves,04/09/2019,dw.sample.wt,7.793,402.5309917,0.402530992
LB14,leaves,04/09/2019,dw.sample.wt,4.1,211.7768595,0.21177686
LB15,leaves,04/09/2019,dw.sample.wt,1.368,70.66115702,0.070661157
LB16,leaves,04/09/2019,dw.sample.wt,2.973,153.5640496,0.15356405
LB17,leaves,04/09/2019,dw.sample.wt,1.188,61.36363636,0.061363636
LB18,leaves,04/09/2019,dw.sample.wt,1.84,95.04132231,0.095041322
LB19,leaves,04/09/2019,dw.sample.wt,2.266,117.0454545,0.117045455
LB20,leaves,04/09/2019,dw.sample.wt,14.488,748.3471074,0.748347107
LB01,leaves,04/24/2019,dw.sample.wt,7.938,410.0206612,0.410020661
LB02,leaves,04/24/2019,dw.sample.wt,5.805,299.8450413,0.299845041
LB03,leaves,04/24/2019,dw.sample.wt,3.451,178.2541322,0.178254132
LB04,leaves,04/24/2019,dw.sample.wt,3.131,161.7252066,0.161725207
LB05,leaves,04/24/2019,dw.sample.wt,13.144,678.9256198,0.67892562
LB06,leaves,04/24/2019,dw.sample.wt,6.317,326.2913223,0.326291322
LB07,leaves,04/24/2019,dw.sample.wt,3.791,195.8161157,0.195816116
LB08,leaves,04/24/2019,dw.sample.wt,1.234,63.73966942,0.063739669
LB09,leaves,04/24/2019,dw.sample.wt,3.641,188.0681818,0.188068182
LB10,leaves,04/24/2019,dw.sample.wt,2.807,144.9896694,0.144989669
LB11,leaves,04/24/2019,dw.sample.wt,2.843,146.8491736,0.146849174
LB12,leaves,04/24/2019,dw.sample.wt,3.16,163.2231405,0.16322314
LB13,leaves,04/24/2019,dw.sample.wt,2.637,136.2086777,0.136208678
LB14,leaves,04/24/2019,dw.sample.wt,10.115,522.4690083,0.522469008
LB15,leaves,04/24/2019,dw.sample.wt,10.146,524.0702479,0.524070248
LB16,leaves,04/24/2019,dw.sample.wt,5.618,290.1859504,0.29018595
LB17,leaves,04/24/2019,dw.sample.wt,2.399,123.9152893,0.123915289
LB18,leaves,04/24/2019,dw.sample.wt,1.958,101.1363636,0.101136364
LB19,leaves,04/24/2019,dw.sample.wt,2.294,118.4917355,0.118491736
LB20,leaves,04/24/2019,dw.sample.wt,11.697,604.1838843,0.604183884
LB01,leaves,05/07/2019,dw.sample.wt,6.416,331.4049587,0.331404959
LB02,leaves,05/07/2019,dw.sample.wt,3.385,174.8450413,0.174845041
LB03,leaves,05/07/2019,dw.sample.wt,1.038,53.61570248,0.053615702
LB04,leaves,05/07/2019,dw.sample.wt,1.932,99.79338843,0.099793388
LB05,leaves,05/07/2019,dw.sample.wt,6.173,318.8533058,0.318853306
LB06,leaves,05/07/2019,dw.sample.wt,5.288,273.1404959,0.273140496
LB07,leaves,05/07/2019,dw.sample.wt,3.204,165.4958678,0.165495868
LB08,leaves,05/07/2019,dw.sample.wt,1.388,71.69421488,0.071694215
LB09,leaves,05/07/2019,dw.sample.wt,4.153,214.5144628,0.214514463
LB10,leaves,05/07/2019,dw.sample.wt,2.88,148.7603306,0.148760331
LB11,leaves,05/07/2019,dw.sample.wt,1.44,74.38016529,0.074380165
LB12,leaves,05/07/2019,dw.sample.wt,1.927,99.53512397,0.099535124
LB13,leaves,05/07/2019,dw.sample.wt,11.574,597.8305785,0.597830579
LB14,leaves,05/07/2019,dw.sample.wt,2.449,126.4979339,0.126497934
LB15,leaves,05/07/2019,dw.sample.wt,1.441,74.43181818,0.074431818
LB16,leaves,05/07/2019,dw.sample.wt,4.72,243.8016529,0.243801653
LB17,leaves,05/07/2019,dw.sample.wt,1.682,86.88016529,0.086880165
LB18,leaves,05/07/2019,dw.sample.wt,1.686,87.08677686,0.087086777
LB19,leaves,05/07/2019,dw.sample.wt,3.555,183.6260331,0.183626033
LB20,leaves,05/07/2019,dw.sample.wt,7.535,389.2045455,0.389204545
LB01,leaves,05/21/2019,dw.sample.wt,5.982,308.9876033,0.308987603
LB02,leaves,05/21/2019,dw.sample.wt,14.458,746.7975207,0.746797521
LB03,leaves,05/21/2019,dw.sample.wt,5.528,285.5371901,0.28553719
LB04,leaves,05/21/2019,dw.sample.wt,10.268,530.3719008,0.530371901
LB05,leaves,05/21/2019,dw.sample.wt,6.027,311.3119835,0.311311983
LB06,leaves,05/21/2019,dw.sample.wt,13.738,709.607438,0.709607438
LB07,leaves,05/21/2019,dw.sample.wt,12.55,648.2438017,0.648243802
LB08,leaves,05/21/2019,dw.sample.wt,3.786,195.5578512,0.195557851
LB09,leaves,05/21/2019,dw.sample.wt,5.266,272.0041322,0.272004132
LB10,leaves,05/21/2019,dw.sample.wt,9.254,477.9958678,0.477995868
LB11,leaves,05/21/2019,dw.sample.wt,0.838,43.28512397,0.043285124
LB12,leaves,05/21/2019,dw.sample.wt,3.063,158.2128099,0.15821281
LB13,leaves,05/21/2019,dw.sample.wt,5.016,259.0909091,0.259090909
LB14,leaves,05/21/2019,dw.sample.wt,1.705,88.06818182,0.088068182
LB15,leaves,05/21/2019,dw.sample.wt,1.063,54.90702479,0.054907025
LB16,leaves,05/21/2019,dw.sample.wt,23.805,1229.597107,1.229597107
LB17,leaves,05/21/2019,dw.sample.wt,17.128,884.7107438,0.884710744
LB18,leaves,05/21/2019,dw.sample.wt,2.052,105.9917355,0.105991736
LB19,leaves,05/21/2019,dw.sample.wt,0.658,33.98760331,0.033987603
LB20,leaves,05/21/2019,dw.sample.wt,11.819,610.4855372,0.610485537
LB01,leaves,06/03/2019,dw.sample.wt,6.528,337.1900826,0.337190083
LB02,leaves,06/03/2019,dw.sample.wt,0.892,46.07438017,0.04607438
LB03,leaves,06/03/2019,dw.sample.wt,2.916,150.6198347,0.150619835
LB04,leaves,06/03/2019,dw.sample.wt,1.532,79.1322314,0.079132231
LB05,leaves,06/03/2019,dw.sample.wt,3.107,160.4855372,0.160485537
LB06,leaves,06/03/2019,dw.sample.wt,2.022,104.4421488,0.104442149
LB07,leaves,06/03/2019,dw.sample.wt,1.975,102.0144628,0.102014463
LB08,leaves,06/03/2019,dw.sample.wt,1.781,91.99380165,0.091993802
LB09,leaves,06/03/2019,dw.sample.wt,2.557,132.0764463,0.132076446
LB10,leaves,06/03/2019,dw.sample.wt,3.785,195.5061983,0.195506198
LB11,leaves,06/03/2019,dw.sample.wt,1.087,56.14669421,0.056146694
LB12,leaves,06/03/2019,dw.sample.wt,2.645,136.6219008,0.136621901
LB13,leaves,06/03/2019,dw.sample.wt,1.263,65.23760331,0.065237603
LB14,leaves,06/03/2019,dw.sample.wt,2.582,133.3677686,0.133367769
LB15,leaves,06/03/2019,dw.sample.wt,0.267,13.79132231,0.013791322
LB16,leaves,06/03/2019,dw.sample.wt,3.263,168.5433884,0.168543388
LB17,leaves,06/03/2019,dw.sample.wt,6.076,313.8429752,0.313842975
LB18,leaves,06/03/2019,dw.sample.wt,0.428,22.10743802,0.022107438
LB19,leaves,06/03/2019,dw.sample.wt,0.564,29.1322314,0.029132231
LB20,leaves,06/03/2019,dw.sample.wt,10.478,541.2190083,0.541219008
LB01,leaves,06/19/2019,dw.sample.wt,3.226,166.6322314,0.166632231
LB02,leaves,06/19/2019,dw.sample.wt,0.703,36.31198347,0.036311983
LB03,leaves,06/19/2019,dw.sample.wt,6.464,333.8842975,0.333884298
LB04,leaves,06/19/2019,dw.sample.wt,2.178,112.5,0.1125
LB05,leaves,06/19/2019,dw.sample.wt,4.478,231.3016529,0.231301653
LB06,leaves,06/19/2019,dw.sample.wt,9.179,474.1219008,0.474121901
LB07,leaves,06/19/2019,dw.sample.wt,1.452,75,0.075
LB08,leaves,06/19/2019,dw.sample.wt,1.809,93.44008264,0.093440083
LB09,leaves,06/19/2019,dw.sample.wt,2.584,133.4710744,0.133471074
LB10,leaves,06/19/2019,dw.sample.wt,7.468,385.7438017,0.385743802
LB11,leaves,06/19/2019,dw.sample.wt,2.275,117.5103306,0.117510331
LB12,leaves,06/19/2019,dw.sample.wt,2.798,144.5247934,0.144524793
LB13,leaves,06/19/2019,dw.sample.wt,2.409,124.4318182,0.124431818
LB14,leaves,06/19/2019,dw.sample.wt,1.605,82.90289256,0.082902893
LB15,leaves,06/19/2019,dw.sample.wt,1.648,85.12396694,0.085123967
LB16,leaves,06/19/2019,dw.sample.wt,3.498,180.6818182,0.180681818
LB17,leaves,06/19/2019,dw.sample.wt,1.774,91.6322314,0.091632231
LB18,leaves,06/19/2019,dw.sample.wt,0.036,1.859504132,0.001859504
LB19,leaves,06/19/2019,dw.sample.wt,1.51,77.99586777,0.077995868
LB20,leaves,06/19/2019,dw.sample.wt,12.03,621.3842975,0.621384298
LB01,leaves,07/02/2019,dw.sample.wt,6.01,310.4338843,0.310433884
LB02,leaves,07/02/2019,dw.sample.wt,3.823,197.4690083,0.197469008
LB03,leaves,07/02/2019,dw.sample.wt,14.912,770.2479339,0.770247934
LB04,leaves,07/02/2019,dw.sample.wt,0.986,50.92975207,0.050929752
LB05,leaves,07/02/2019,dw.sample.wt,6.402,330.6818182,0.330681818
LB06,leaves,07/02/2019,dw.sample.wt,4.262,220.1446281,0.220144628
LB07,leaves,07/02/2019,dw.sample.wt,2.432,125.6198347,0.125619835
LB08,leaves,07/02/2019,dw.sample.wt,1.944,100.4132231,0.100413223
LB09,leaves,07/02/2019,dw.sample.wt,2.756,142.3553719,0.142355372
LB10,leaves,07/02/2019,dw.sample.wt,3.446,177.9958678,0.177995868
LB11,leaves,07/02/2019,dw.sample.wt,1.139,58.83264463,0.058832645
LB12,leaves,07/02/2019,dw.sample.wt,2.372,122.5206612,0.122520661
LB13,leaves,07/02/2019,dw.sample.wt,1.669,86.20867769,0.086208678
LB14,leaves,07/02/2019,dw.sample.wt,4.854,250.7231405,0.25072314
LB15,leaves,07/02/2019,dw.sample.wt,0.346,17.87190083,0.017871901
LB16,leaves,07/02/2019,dw.sample.wt,6.618,341.838843,0.341838843
LB17,leaves,07/02/2019,dw.sample.wt,4.403,227.427686,0.227427686
LB18,leaves,07/02/2019,dw.sample.wt,1.912,98.76033058,0.098760331
LB19,leaves,07/02/2019,dw.sample.wt,6.036,311.7768595,0.31177686
LB20,leaves,07/02/2019,dw.sample.wt,5.779,298.5020661,0.298502066
LB01,leaves,07/17/2019,dw.sample.wt,8.747,451.8078512,0.451807851
LB02,leaves,07/17/2019,dw.sample.wt,6.027,311.3119835,0.311311983
LB03,leaves,07/17/2019,dw.sample.wt,13.971,721.642562,0.721642562
LB04,leaves,07/17/2019,dw.sample.wt,1.176,60.74380165,0.060743802
LB05,leaves,07/17/2019,dw.sample.wt,9.808,506.6115702,0.50661157
LB06,leaves,07/17/2019,dw.sample.wt,2.39,123.4504132,0.123450413
LB07,leaves,07/17/2019,dw.sample.wt,4.788,247.3140496,0.24731405
LB08,leaves,07/17/2019,dw.sample.wt,1.267,65.44421488,0.065444215
LB09,leaves,07/17/2019,dw.sample.wt,3.417,176.4979339,0.176497934
LB10,leaves,07/17/2019,dw.sample.wt,8.156,421.2809917,0.421280992
LB11,leaves,07/17/2019,dw.sample.wt,0.976,50.41322314,0.050413223
LB12,leaves,07/17/2019,dw.sample.wt,10.733,554.3904959,0.554390496
LB13,leaves,07/17/2019,dw.sample.wt,5.767,297.8822314,0.297882231
LB14,leaves,07/17/2019,dw.sample.wt,3.003,155.1136364,0.155113636
LB15,leaves,07/17/2019,dw.sample.wt,2.884,148.9669421,0.148966942
LB16,leaves,07/17/2019,dw.sample.wt,2.921,150.8780992,0.150878099
LB17,leaves,07/17/2019,dw.sample.wt,3.44,177.6859504,0.17768595
LB18,leaves,07/17/2019,dw.sample.wt,6.077,313.8946281,0.313894628
LB19,leaves,07/17/2019,dw.sample.wt,3.917,202.3243802,0.20232438
LB20,leaves,07/17/2019,dw.sample.wt,10.829,559.3491736,0.559349174
LB01,leaves,07/31/2019,dw.sample.wt,3.132,161.7768595,0.16177686
LB02,leaves,07/31/2019,dw.sample.wt,0.292,15.08264463,0.015082645
LB03,leaves,07/31/2019,dw.sample.wt,2.649,136.8285124,0.136828512
LB04,leaves,07/31/2019,dw.sample.wt,2.372,122.5206612,0.122520661
LB05,leaves,07/31/2019,dw.sample.wt,3.539,182.7995868,0.182799587
LB06,leaves,07/31/2019,dw.sample.wt,1.712,88.42975207,0.088429752
LB07,leaves,07/31/2019,dw.sample.wt,1.668,86.15702479,0.086157025
LB08,leaves,07/31/2019,dw.sample.wt,9.066,468.285124,0.468285124
LB09,leaves,07/31/2019,dw.sample.wt,2.789,144.0599174,0.144059917
LB10,leaves,07/31/2019,dw.sample.wt,3.985,205.8367769,0.205836777
LB11,leaves,07/31/2019,dw.sample.wt,1.767,91.27066116,0.091270661
LB12,leaves,07/31/2019,dw.sample.wt,1.704,88.01652893,0.088016529
LB13,leaves,07/31/2019,dw.sample.wt,0.445,22.98553719,0.022985537
LB14,leaves,07/31/2019,dw.sample.wt,4.364,225.4132231,0.225413223
LB15,leaves,07/31/2019,dw.sample.wt,1.548,79.95867769,0.079958678
LB16,leaves,07/31/2019,dw.sample.wt,2.117,109.3491736,0.109349174
LB17,leaves,07/31/2019,dw.sample.wt,0.339,17.51033058,0.017510331
LB18,leaves,07/31/2019,dw.sample.wt,1.648,85.12396694,0.085123967
LB19,leaves,07/31/2019,dw.sample.wt,1.151,59.45247934,0.059452479
LB20,leaves,07/31/2019,dw.sample.wt,6.239,322.2623967,0.322262397
LB01,leaves,08/13/2019,dw.sample.wt,1.677,86.62190083,0.086621901
LB02,leaves,08/13/2019,dw.sample.wt,1.29,66.6322314,0.066632231
LB03,leaves,08/13/2019,dw.sample.wt,3.707,191.4772727,0.191477273
LB04,leaves,08/13/2019,dw.sample.wt,3.223,166.4772727,0.166477273
LB05,leaves,08/13/2019,dw.sample.wt,1.91,98.65702479,0.098657025
LB06,leaves,08/13/2019,dw.sample.wt,1.168,60.33057851,0.060330579
LB07,leaves,08/13/2019,dw.sample.wt,1.386,71.59090909,0.071590909
LB08,leaves,08/13/2019,dw.sample.wt,1.175,60.69214876,0.060692149
LB09,leaves,08/13/2019,dw.sample.wt,2.519,130.1136364,0.130113636
LB10,leaves,08/13/2019,dw.sample.wt,4.942,255.268595,0.255268595
LB11,leaves,08/13/2019,dw.sample.wt,0.867,44.78305785,0.044783058
LB12,leaves,08/13/2019,dw.sample.wt,1.047,54.08057851,0.054080579
LB13,leaves,08/13/2019,dw.sample.wt,4.792,247.5206612,0.247520661
LB14,leaves,08/13/2019,dw.sample.wt,1.11,57.33471074,0.057334711
LB15,leaves,08/13/2019,dw.sample.wt,0.342,17.66528926,0.017665289
LB16,leaves,08/13/2019,dw.sample.wt,2.071,106.9731405,0.10697314
LB17,leaves,08/13/2019,dw.sample.wt,0.74,38.2231405,0.03822314
LB18,leaves,08/13/2019,dw.sample.wt,0.364,18.80165289,0.018801653
LB19,leaves,08/13/2019,dw.sample.wt,1.05,54.23553719,0.054235537
LB20,leaves,08/13/2019,dw.sample.wt,4.66,240.7024793,0.240702479
LB01,leaves,08/27/2019,dw.sample.wt,1.351,69.78305785,0.069783058
LB02,leaves,08/27/2019,dw.sample.wt,2.235,115.4442149,0.115444215
LB03,leaves,08/27/2019,dw.sample.wt,0.931,48.08884298,0.048088843
LB04,leaves,08/27/2019,dw.sample.wt,1.117,57.69628099,0.057696281
LB05,leaves,08/27/2019,dw.sample.wt,0.943,48.70867769,0.048708678
LB06,leaves,08/27/2019,dw.sample.wt,1.618,83.57438017,0.08357438
LB07,leaves,08/27/2019,dw.sample.wt,1.625,83.93595041,0.08393595
LB08,leaves,08/27/2019,dw.sample.wt,0.75,38.73966942,0.038739669
LB09,leaves,08/27/2019,dw.sample.wt,3.915,202.2210744,0.202221074
LB10,leaves,08/27/2019,dw.sample.wt,10.449,539.7210744,0.539721074
LB11,leaves,08/27/2019,dw.sample.wt,2.142,110.6404959,0.110640496
LB12,leaves,08/27/2019,dw.sample.wt,1.432,73.96694215,0.073966942
LB13,leaves,08/27/2019,dw.sample.wt,1.812,93.59504132,0.093595041
LB14,leaves,08/27/2019,dw.sample.wt,3.664,189.2561983,0.189256198
LB15,leaves,08/27/2019,dw.sample.wt,8.098,418.285124,0.418285124
LB16,leaves,08/27/2019,dw.sample.wt,2.592,133.8842975,0.133884298
LB17,leaves,08/27/2019,dw.sample.wt,0.714,36.88016529,0.036880165
LB18,leaves,08/27/2019,dw.sample.wt,0.303,15.65082645,0.015650826
LB19,leaves,08/27/2019,dw.sample.wt,0.213,11.00206612,0.011002066
LB20,leaves,08/27/2019,dw.sample.wt,4.449,229.803719,0.229803719
LB01,leaves,09/10/2019,dw.sample.wt,3.305,170.7128099,0.17071281
LB02,leaves,09/10/2019,dw.sample.wt,1.764,91.11570248,0.091115702
LB03,leaves,09/10/2019,dw.sample.wt,1.992,102.892562,0.102892562
LB04,leaves,09/10/2019,dw.sample.wt,4.319,223.088843,0.223088843
LB05,leaves,09/10/2019,dw.sample.wt,2.45,126.5495868,0.126549587
LB06,leaves,09/10/2019,dw.sample.wt,5.731,296.0227273,0.296022727
LB07,leaves,09/10/2019,dw.sample.wt,3.076,158.8842975,0.158884298
LB08,leaves,09/10/2019,dw.sample.wt,0.818,42.25206612,0.042252066
LB09,leaves,09/10/2019,dw.sample.wt,2.477,127.9442149,0.127944215
LB10,leaves,09/10/2019,dw.sample.wt,5.714,295.1446281,0.295144628
LB11,leaves,09/10/2019,dw.sample.wt,2.601,134.3491736,0.134349174
LB12,leaves,09/10/2019,dw.sample.wt,2.19,113.1198347,0.113119835
LB13,leaves,09/10/2019,dw.sample.wt,3.465,178.9772727,0.178977273
LB14,leaves,09/10/2019,dw.sample.wt,3.961,204.5971074,0.204597107
LB15,leaves,09/10/2019,dw.sample.wt,2.23,115.1859504,0.11518595
LB16,leaves,09/10/2019,dw.sample.wt,5.463,282.1797521,0.282179752
LB17,leaves,09/10/2019,dw.sample.wt,1.76,90.90909091,0.090909091
LB18,leaves,09/10/2019,dw.sample.wt,0.85,43.90495868,0.043904959
LB19,leaves,09/10/2019,dw.sample.wt,0.724,37.39669421,0.037396694
LB20,leaves,09/10/2019,dw.sample.wt,8.426,435.2272727,0.435227273
LB01,leaves,09/26/2019,dw.sample.wt,13.721,708.7293388,0.708729339
LB02,leaves,09/26/2019,dw.sample.wt,5.288,273.1404959,0.273140496
LB03,leaves,09/26/2019,dw.sample.wt,2.62,135.3305785,0.135330579
LB04,leaves,09/26/2019,dw.sample.wt,5.239,270.6095041,0.270609504
LB05,leaves,09/26/2019,dw.sample.wt,1.968,101.6528926,0.101652893
LB06,leaves,09/26/2019,dw.sample.wt,2.682,138.5330579,0.138533058
LB07,leaves,09/26/2019,dw.sample.wt,2.805,144.8863636,0.144886364
LB08,leaves,09/26/2019,dw.sample.wt,3.071,158.6260331,0.158626033
LB09,leaves,09/26/2019,dw.sample.wt,5.994,309.607438,0.309607438
LB10,leaves,09/26/2019,dw.sample.wt,8.353,431.4566116,0.431456612
LB11,leaves,09/26/2019,dw.sample.wt,3.752,193.8016529,0.193801653
LB12,leaves,09/26/2019,dw.sample.wt,3.952,204.1322314,0.204132231
LB13,leaves,09/26/2019,dw.sample.wt,2.211,114.2045455,0.114204545
LB14,leaves,09/26/2019,dw.sample.wt,4.335,223.9152893,0.223915289
LB15,leaves,09/26/2019,dw.sample.wt,1.504,77.68595041,0.07768595
LB16,leaves,09/26/2019,dw.sample.wt,5.535,285.8987603,0.28589876
LB17,leaves,09/26/2019,dw.sample.wt,1.594,82.33471074,0.082334711
LB18,leaves,09/26/2019,dw.sample.wt,1.138,58.78099174,0.058780992
LB19,leaves,09/26/2019,dw.sample.wt,1.769,91.37396694,0.091373967
LB20,leaves,09/26/2019,dw.sample.wt,5.631,290.857438,0.290857438
LB01,leaves,10/08/2019,dw.sample.wt,7.581,391.5805785,0.391580579
LB02,leaves,10/08/2019,dw.sample.wt,0.943,48.70867769,0.048708678
LB03,leaves,10/08/2019,dw.sample.wt,2.34,120.8677686,0.120867769
LB04,leaves,10/08/2019,dw.sample.wt,0.889,45.91942149,0.045919421
LB05,leaves,10/08/2019,dw.sample.wt,1.768,91.32231405,0.091322314
LB06,leaves,10/08/2019,dw.sample.wt,2.824,145.8677686,0.145867769
LB07,leaves,10/08/2019,dw.sample.wt,1.231,63.58471074,0.063584711
LB08,leaves,10/08/2019,dw.sample.wt,0.241,12.44834711,0.012448347
LB09,leaves,10/08/2019,dw.sample.wt,2.835,146.4359504,0.14643595
LB10,leaves,10/08/2019,dw.sample.wt,4.182,216.0123967,0.216012397
LB11,leaves,10/08/2019,dw.sample.wt,2.734,141.2190083,0.141219008
LB12,leaves,10/08/2019,dw.sample.wt,1.157,59.76239669,0.059762397
LB13,leaves,10/08/2019,dw.sample.wt,0.853,44.05991736,0.044059917
LB14,leaves,10/08/2019,dw.sample.wt,1.885,97.36570248,0.097365702
LB15,leaves,10/08/2019,dw.sample.wt,1.907,98.50206612,0.098502066
LB16,leaves,10/08/2019,dw.sample.wt,3.7,191.1157025,0.191115702
LB17,leaves,10/08/2019,dw.sample.wt,1.546,79.8553719,0.079855372
LB18,leaves,10/08/2019,dw.sample.wt,1.026,52.99586777,0.052995868
LB19,leaves,10/08/2019,dw.sample.wt,0.782,40.39256198,0.040392562
LB20,leaves,10/08/2019,dw.sample.wt,5.296,273.553719,0.273553719
LB01,leaves,10/23/2019,dw.sample.wt,4.786,247.2107438,0.247210744
LB03,leaves,10/23/2019,dw.sample.wt,5.26,271.6942149,0.271694215
LB04,leaves,10/23/2019,dw.sample.wt,2.744,141.7355372,0.141735537
LB05,leaves,10/23/2019,dw.sample.wt,5.324,275,0.275
LB06,leaves,10/23/2019,dw.sample.wt,3.583,185.072314,0.185072314
LB07,leaves,10/23/2019,dw.sample.wt,2.532,130.785124,0.130785124
LB08,leaves,10/23/2019,dw.sample.wt,10.385,536.4152893,0.536415289
LB09,leaves,10/23/2019,dw.sample.wt,4.962,256.3016529,0.256301653
LB10,leaves,10/23/2019,dw.sample.wt,9.599,495.8161157,0.495816116
LB11,leaves,10/23/2019,dw.sample.wt,1.208,62.39669421,0.062396694
LB12,leaves,10/23/2019,dw.sample.wt,1.256,64.87603306,0.064876033
LB13,leaves,10/23/2019,dw.sample.wt,1.974,101.9628099,0.10196281
LB14,leaves,10/23/2019,dw.sample.wt,3.851,198.9152893,0.198915289
LB15,leaves,10/23/2019,dw.sample.wt,3.069,158.5227273,0.158522727
LB16,leaves,10/23/2019,dw.sample.wt,5.968,308.2644628,0.308264463
LB17,leaves,10/23/2019,dw.sample.wt,2.738,141.4256198,0.14142562
LB18,leaves,10/23/2019,dw.sample.wt,0.286,14.77272727,0.014772727
LB19,leaves,10/23/2019,dw.sample.wt,1.598,82.54132231,0.082541322
LB20,leaves,10/23/2019,dw.sample.wt,6.414,331.3016529,0.331301653
LB01,leaves,11/05/2019,dw.sample.wt,5.739,296.4359504,0.29643595
LB03,leaves,11/05/2019,dw.sample.wt,7.945,410.3822314,0.410382231
LB04,leaves,11/05/2019,dw.sample.wt,1.372,70.8677686,0.070867769
LB05,leaves,11/05/2019,dw.sample.wt,4.962,256.3016529,0.256301653
LB06,leaves,11/05/2019,dw.sample.wt,3.838,198.2438017,0.198243802
LB07,leaves,11/05/2019,dw.sample.wt,2.961,152.9442149,0.152944215
LB08,leaves,11/05/2019,dw.sample.wt,0.536,27.68595041,0.02768595
LB09,leaves,11/05/2019,dw.sample.wt,2.994,154.6487603,0.15464876
LB10,leaves,11/05/2019,dw.sample.wt,7.199,371.8491736,0.371849174
LB11,leaves,11/05/2019,dw.sample.wt,1.543,79.70041322,0.079700413
LB12,leaves,11/05/2019,dw.sample.wt,1.446,74.69008264,0.074690083
LB13,leaves,11/05/2019,dw.sample.wt,0.178,9.194214876,0.009194215
LB14,leaves,11/05/2019,dw.sample.wt,2.454,126.7561983,0.126756198
LB15,leaves,11/05/2019,dw.sample.wt,1.96,101.2396694,0.101239669
LB16,leaves,11/05/2019,dw.sample.wt,8.981,463.8946281,0.463894628
LB17,leaves,11/05/2019,dw.sample.wt,4.24,219.0082645,0.219008264
LB18,leaves,11/05/2019,dw.sample.wt,0.212,10.95041322,0.010950413
LB19,leaves,11/05/2019,dw.sample.wt,2.534,130.8884298,0.13088843
LB20,leaves,11/05/2019,dw.sample.wt,4.032,208.2644628,0.208264463
LB01,leaves,11/19/2019,dw.sample.wt,8.069,416.7871901,0.41678719
LB03,leaves,11/19/2019,dw.sample.wt,10.672,551.2396694,0.551239669
LB04,leaves,11/19/2019,dw.sample.wt,2.377,122.7789256,0.122778926
LB05,leaves,11/19/2019,dw.sample.wt,2.261,116.7871901,0.11678719
LB06,leaves,11/19/2019,dw.sample.wt,0.193,9.969008264,0.009969008
LB07,leaves,11/19/2019,dw.sample.wt,1.95,100.7231405,0.10072314
LB08,leaves,11/19/2019,dw.sample.wt,0.249,12.86157025,0.01286157
LB09,leaves,11/19/2019,dw.sample.wt,2.458,126.9628099,0.12696281
LB10,leaves,11/19/2019,dw.sample.wt,3.101,160.1756198,0.16017562
LB11,leaves,11/19/2019,dw.sample.wt,1.853,95.71280992,0.09571281
LB12,leaves,11/19/2019,dw.sample.wt,1.37,70.76446281,0.070764463
LB13,leaves,11/19/2019,dw.sample.wt,0.576,29.75206612,0.029752066
LB14,leaves,11/19/2019,dw.sample.wt,2.479,128.0475207,0.128047521
LB15,leaves,11/19/2019,dw.sample.wt,0.968,50,0.05
LB16,leaves,11/19/2019,dw.sample.wt,6.936,358.2644628,0.358264463
LB17,leaves,11/19/2019,dw.sample.wt,2.566,132.5413223,0.132541322
LB18,leaves,11/19/2019,dw.sample.wt,1.208,62.39669421,0.062396694
LB19,leaves,11/19/2019,dw.sample.wt,1.752,90.49586777,0.090495868
LB20,leaves,11/19/2019,dw.sample.wt,9.353,483.1095041,0.483109504
LB01,leaves,12/03/2019,dw.sample.wt,7.132,368.3884298,0.36838843
LB03,leaves,12/03/2019,dw.sample.wt,5.431,280.5268595,0.28052686
LB04,leaves,12/03/2019,dw.sample.wt,0.898,46.38429752,0.046384298
LB05,leaves,12/03/2019,dw.sample.wt,5.523,285.2789256,0.285278926
LB06,leaves,12/03/2019,dw.sample.wt,0.93,48.03719008,0.04803719
LB07,leaves,12/03/2019,dw.sample.wt,1.86,96.07438017,0.09607438
LB08,leaves,12/03/2019,dw.sample.wt,1.158,59.81404959,0.05981405
LB09,leaves,12/03/2019,dw.sample.wt,2.868,148.1404959,0.148140496
LB10,leaves,12/03/2019,dw.sample.wt,5.71,294.9380165,0.294938017
LB11,leaves,12/03/2019,dw.sample.wt,2.376,122.7272727,0.122727273
LB12,leaves,12/03/2019,dw.sample.wt,1.711,88.37809917,0.088378099
LB13,leaves,12/03/2019,dw.sample.wt,1.8911,97.68078512,0.097680785
LB14,leaves,12/03/2019,dw.sample.wt,3.553,183.5227273,0.183522727
LB15,leaves,12/03/2019,dw.sample.wt,3.682,190.1859504,0.19018595
LB16,leaves,12/03/2019,dw.sample.wt,3.474,179.4421488,0.179442149
LB17,leaves,12/03/2019,dw.sample.wt,4.624,238.8429752,0.238842975
LB18,leaves,12/03/2019,dw.sample.wt,0.293,15.13429752,0.015134298
LB19,leaves,12/03/2019,dw.sample.wt,2.168,111.9834711,0.111983471
LB20,leaves,12/03/2019,dw.sample.wt,9.028,466.322314,0.466322314
LB01,leaves,12/17/2019,dw.sample.wt,1.044,53.92561983,0.05392562
LB03,leaves,12/17/2019,dw.sample.wt,2.417,124.8450413,0.124845041
LB04,leaves,12/17/2019,dw.sample.wt,1.782,92.04545455,0.092045455
LB05,leaves,12/17/2019,dw.sample.wt,3.573,184.5557851,0.184555785
LB06,leaves,12/17/2019,dw.sample.wt,3.788,195.661157,0.195661157
LB07,leaves,12/17/2019,dw.sample.wt,1.473,76.08471074,0.076084711
